*CMDR,OM,869731053930913,000000000000,D0,1,062855.000,A,3351.9052,S,15103.6220,E,19,0.57,,72.5,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,062855.000,A,3351.9052,S,15103.6220,E,19,0.57,,72.5,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,062855.000,A,3351.9052,S,15103.6220,E,19,0.57,,72.5,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,063026.000,A,3351.9031,S,15103.6294,E,18,0.57,,64.9,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,063026.000,A,3351.9031,S,15103.6294,E,18,0.57,,64.9,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,063026.000,A,3351.9031,S,15103.6294,E,18,0.57,,64.9,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,063158.000,A,3351.9031,S,15103.6294,E,19,0.59,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063158.000,A,3351.9031,S,15103.6294,E,19,0.59,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063158.000,A,3351.9031,S,15103.6294,E,19,0.59,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063329.000,A,3351.9031,S,15103.6294,E,19,0.58,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063329.000,A,3351.9031,S,15103.6294,E,19,0.58,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063329.000,A,3351.9031,S,15103.6294,E,19,0.58,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063501.000,A,3351.9031,S,15103.6294,E,19,0.57,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063501.000,A,3351.9031,S,15103.6294,E,19,0.57,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063501.000,A,3351.9031,S,15103.6294,E,19,0.57,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063632.000,A,3351.9031,S,15103.6294,E,19,0.56,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063632.000,A,3351.9031,S,15103.6294,E,19,0.56,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063632.000,A,3351.9031,S,15103.6294,E,19,0.56,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063803.000,A,3351.9031,S,15103.6294,E,20,0.55,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063803.000,A,3351.9031,S,15103.6294,E,20,0.55,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,063803.000,A,3351.9031,S,15103.6294,E,20,0.55,,64.9,M,D#
*CMDR,OM,869731053930913,000000000000,D0,1,064119.000,A,3351.9031,S,15103.6294,E,21,0.55,,64.9,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,064119.000,A,3351.9031,S,15103.6294,E,21,0.55,,64.9,M,A#
*CMDR,OM,869731053930913,000000000000,D0,1,064119.000,A,3351.9031,S,15103.6294,E,21,0.55,,64.9,M,A#
